cik,entityName,ticker,stateOfIncorporation,sic,sicDescription,industryCategory,fiscalYear,period,Revenues,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,ResearchAndDevelopmentExpense,OperatingCashFlow,Goodwill,IntangibleAssetsNetExcludingGoodwill,PatentsIssued,dataCompleteness,dataFreshness,yearAvailability,file_path
1389545,"NOVABAY PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-11039000,-6426000,15238000,2920000,12318000,11952000,285000,-4721000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001389545.json
1389545,"NOVABAY PHARMACEUTICALS, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-9658000,-9400000,11220000,10247000,973000,6937000,184000,-7929000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001389545.json
1719406,"NRX Pharmaceuticals, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,0,-5512000,,7590000,32751000,-25161000,5548000,,-3480000,,,,83.33333333,Recent,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001719406.json
1719406,"NRX Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,0,-5512000,-18502000,7590000,32751000,-25161000,5548000,6199000,-3480000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001719406.json
1719406,"NRX Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-30150000,-27837000,7315000,19048000,-11733000,4595000,13371000,-21657000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001719406.json
1719406,"NRX Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-39754000,-44335000,25816000,18407000,7409000,20054000,17027000,-39755000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001719406.json
1719406,"NRX Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-93063000,-115796000,32729000,11923000,20806000,27605000,20257000,-37703000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001719406.json
1719406,"NRX Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-434412,-907406,6050405,3281546,2768859,466,,-598617,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001719406.json
1719406,"NRX Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,408427,-713187,32074694,2574205,5000001,6,,-792731,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001719406.json
886093,NUNZIA PHARMACEUTICAL COMPANY,,Italie,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,0,-18979647,-18970659,35373,226694,-191321,30373,,-190660,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000886093.json
886093,NUNZIA PHARMACEUTICAL COMPANY,,Singapore,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,0,-78062770,-78060908,5131,99305,-94174,131,,-86776,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000886093.json
886093,NUNZIA PHARMACEUTICAL COMPANY,,Suisse,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,0,-9016327,-16327,0,59404,-36404,0,,0,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000886093.json
886093,NUNZIA PHARMACEUTICAL COMPANY,,Italy,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-22371,-22371,0,,-316338,,,,,,,50,Standard,33.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000886093.json
1549595,"NURIX THERAPEUTICS, INC.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2025,FY,62509000,-99815000,-111186000,591555000,143952000,447603000,84260000,147759000,-124248000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001549595.json
1549595,"NURIX THERAPEUTICS, INC.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2024,FY,16585000,-193569000,-213027000,669343000,142350000,526993000,109997000,221632000,-172584000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001549595.json
1549595,"NURIX THERAPEUTICS, INC.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2023,FY,76987000,-143948000,-155063000,355598000,155105000,200493000,54627000,189148000,-81365000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001549595.json
1549595,"NURIX THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2022,FY,38627000,-180360000,-183867000,416759000,113063000,303696000,64474000,184497000,-159807000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001549595.json
1549595,"NURIX THERAPEUTICS, INC.",,"Californie, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2021,FY,29750000,-117194000,-117886000,476771000,134469000,342302000,80506000,116434000,-84365000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001549595.json
1549595,"NURIX THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2020,FY,17820000,-43242000,-64983000,396343000,106074000,290269000,119356000,66494000,-80000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001549595.json
1119643,NUTRA PHARMA CORP.,,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,66814,4944891,-886031,690658,16300165,-15609507,10448,,-708400,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001119643.json
1119643,NUTRA PHARMA CORP.,,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,97735,-13095521,-1988445,780022,21657672,-20877650,90910,,-1744469,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001119643.json
1119643,NUTRA PHARMA CORP.,,Bahamas,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,51897,-769184,-924947,301786,11795601,-11493815,57870,,-878086,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001119643.json
1119643,NUTRA PHARMA CORP.,,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,51537,-6591442,-1229893,339832,12040867,-11701035,113713,,-743659,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001119643.json
1563463,"NUTRALIFE     BIOSCIENCES, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2022,FY,251462,-3162632,-1823945,6032757,8348044,-2315287,431713,,-1141333,,227704,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001563463.json
1563463,"NUTRALIFE     BIOSCIENCES, INC.",,Delaware,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2021,FY,626619,-5827507,-4472644,4851125,5563655,-712530,135769,,-487386,,541392,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001563463.json
1563463,"NUTRALIFE     BIOSCIENCES, INC.",,"California, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2020,FY,1255784,-2889940,-1973052,4706708,4405598,301110,742,,-1284240,,590118,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001563463.json
1563463,"NUTRALIFE     BIOSCIENCES, INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2019,FY,1966628,-4007403,-3395374,4465691,2876574,1589117,14828,,-2934441,,655086,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001563463.json
1875558,"NUVECTIS PHARMA,¬†INC.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2025,FY,,-5332000,-5568000,30148000,9194000,20954000,29864000,3680000,-4174000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001875558.json
1875558,"NUVECTIS PHARMA,¬†INC.",,Massachusetts,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,,-19000000,-19847000,18607000,8894000,9713000,18533000,12918000,-12247000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001875558.json
1875558,"NUVECTIS PHARMA,¬†INC.",,Massachusetts,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2023,FY,,-22260000,-22897000,19185000,6984000,12201000,19126000,15380000,-15954000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001875558.json
1875558,"NUVECTIS PHARMA,¬†INC.",,Massachusetts,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2022,FY,,-19085000,-19234000,20405000,6186000,14219000,19993000,13227000,-13559000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001875558.json
1641640,Nabriva Therapeutics plc,,Ireland,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2023,FY,9833000,-20762000,-20497000,10578000,26899000,-16321000,2182000,3711000,-5107000,,1000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001641640.json
1641640,Nabriva Therapeutics plc,,Irlande,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2022,FY,36935000,-57185000,-55490000,31765000,28472000,3293000,12414000,14263000,-36711000,,3000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001641640.json
1641640,Nabriva Therapeutics plc,,Ireland,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2021,FY,28895000,-49450000,-48528000,80909000,27559000,53350000,47659000,12630000,-59557000,,31000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001641640.json
1641640,Nabriva Therapeutics plc,,Irlande,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2020,FY,5027000,-69484000,-66126000,58436000,25301000,33135000,41359000,15102000,-71331000,,80000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001641640.json
1641640,Nabriva Therapeutics plc,,Irlande,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2019,FY,2228000,-82764000,-79489000,94113000,52839000,41274000,86019000,26415000,-71892000,,91000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001641640.json
1173281,"NeuBase Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2023,FY,,-9361019,-10665409,18621272,9484596,9136676,12570359,2912094,-9094208,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001173281.json
1173281,"NeuBase Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2022,FY,,-4369039,-4600270,25583136,7359340,18223796,17386326,1351407,-5687848,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001173281.json
1173281,"NeuBase Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2021,FY,,-25409301,-26565447,64167593,10097820,54069773,52893387,11475201,-18873684,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001173281.json
1173281,"NeuBase Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2020,FY,,-17384520,-17069306,34444281,3149633,31294648,31992283,6946008,-10710071,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001173281.json
1173281,"NeuBase Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products ‚ùóÔ∏èReview,Biotechnology,2019,FY,,-26958247,-26336407,12531397,2502013,10029384,10313966,4273318,-2845488,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001173281.json
1191070,Neuphoria Therapeutics Inc.,,Californie,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2025,FY,15662715,8514025,4705955,30713319,4716011,25997308,17044750,5253953,3662302,8451038,4970474,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001191070.json
1191070,Neuphoria Therapeutics Inc.,,QuÈbec,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,662715,-15492166,-17892376,27649093,10158721,17490372,12608109,9417785,-14680777,8690018,5467522,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001191070.json
1875091,NeuroSense Therapeutics Ltd.,,Ireland,8737,Cell and Gene Therapy Research ‚ùóÔ∏èReview,Biotechnology,2024,FY,,-10210000,-9902000,4575000,1992000,2583000,3378000,5698000,-10135000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001875091.json
1875091,NeuroSense Therapeutics Ltd.,,IsraÎl,8737,Cell and Gene Therapy Research ‚ùóÔ∏èReview,Biotechnology,2023,FY,,-10107000,-12049000,3185000,4944000,-1759000,2640000,7274000,-8354000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001875091.json
1936258,NewAmsterdam Pharma Company N.V.,,Nederland,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,2978000,-39527000,-68925000,818413000,41050000,777363000,748420000,44751000,-36468000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001936258.json
1936258,NewAmsterdam Pharma Company N.V.,,NÈerlande,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,45563000,-241598000,-176289000,864620000,107120000,757500000,771743000,151406000,-158564000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001936258.json
1936258,NewAmsterdam Pharma Company N.V.,,NÈerlande,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,14090000,-176937000,-182967000,347097000,58704000,288393000,340450000,159424000,-141218000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001936258.json
827809,Novelion Therapeutics Inc.,,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,32200000,-31847000,-15988000,342120000,461069000,-118949000,,6934000,8150000,,193903000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000827809.json
1804585,"Nugenerex Immuno-oncology, Inc.",,"Californie, …tats-Unis",8755,Cancer Immunotherapy R&D ‚ùóÔ∏èReview,Biotechnology,2021,FY,,-5778923,-3331872,,,-8570757,0,3296077,,,,,66.66666667,Standard,41.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001804585.json
1804585,"Nugenerex Immuno-oncology, Inc.",,Delaware,8755,Cancer Immunotherapy R&D ‚ùóÔ∏èReview,Biotechnology,2020,FY,0,-1523810,-733614,84,,-5841223,84,397319,-260,,,,100,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001804585.json
1091596,"Nuo Therapeutics, Inc.",,"Californie, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-746128,-745147,1146754,1359827,-213073,55655,,1825,,,,66.66666667,Recent,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001091596.json
1091596,"Nuo Therapeutics, Inc.",,Massachusetts,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-2323705,-2457835,1189508,675796,513712,283714,,-2231622,,,,66.66666667,Recent,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001091596.json
1091596,"Nuo Therapeutics, Inc.",,Washington,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-3171436,-3168274,1877880,838732,1039148,928681,,-3167782,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001091596.json
1091596,"Nuo Therapeutics, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-3171736,-3320594,3047360,856022,2191338,2051208,,-3706126,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001091596.json
1091596,"Nuo Therapeutics, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-90670,-90670,1465918,673079,792839,1414569,0,-119955,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001091596.json
1091596,"Nuo Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-1252817,-1042970,38495,1323299,-1284804,17328,181185,-619599,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001091596.json
1750284,"OLEMA PHARMACEUTICALS, INC.",,"California, …tats-Unis",5123,Wholesale Pharmaceuticals,Biotechnology,2025,FY,,-30389000,-34873000,409639000,26187000,383452000,50640000,30624000,-43979000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001750284.json
1750284,"OLEMA PHARMACEUTICALS, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-129474000,-142258000,450979000,42015000,408964000,139480000,124517000,-104351000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001750284.json
1750284,"OLEMA PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-96655000,-104961000,276945000,23050000,253895000,68539000,86140000,-83727000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001750284.json
1750284,"OLEMA PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-104787000,-106988000,215645000,18099000,197546000,23702000,82274000,-82065000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001750284.json
1750284,"OLEMA PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-71096000,-71491000,295945000,11377000,284568000,13812000,51100000,-50690000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001750284.json
1637715,"ONKURE THERAPEUTICS, INC.",,Delaware,8073,Clinical Research Organizations,Biotechnology,2025,FY,,-15925000,-17000000,99882000,9234000,90648000,96661000,13012000,-14005000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001637715.json
1637715,"ONKURE THERAPEUTICS, INC.",,Delaware,8073,Clinical Research Organizations,Biotechnology,2024,FY,0,-52673000,-54386000,114907000,11079000,103828000,110761000,43795000,-51117000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001637715.json
1637715,"ONKURE THERAPEUTICS, INC.",,Delaware,8073,Clinical Research Organizations,Biotechnology,2023,FY,,-77388000,-83053000,107436000,18826000,88610000,27632000,56613000,-63682000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001637715.json
1637715,"ONKURE THERAPEUTICS, INC.",,"Delaware, …tats-Unis",8073,Clinical Research Organizations,Biotechnology,2022,FY,,-51955000,-53848000,108182000,8212000,99970000,19927000,37705000,-47362000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001637715.json
